Charles	M	3406	1904	75
Charles	M	3608	1905	75
Charles	M	3607	1906	75
Charles	M	3884	1907	75
Charles	M	3929	1908	75
Charles	M	4029	1909	75
Charles	M	4785	1910	75
Charles	M	5725	1911	75
Charles	M	11070	1912	75
Charles	M	13190	1913	75
Charles	M	16937	1914	75
Charles	M	21960	1915	75
Charles	M	23611	1916	75
Charles	M	24143	1917	75
Charles	M	26922	1918	75
Charles	M	25192	1919	75
Charles	M	28308	1920	75
Charles	M	29244	1921	75
Charles	M	28842	1922	75
Charles	M	28962	1923	75
Charles	M	30461	1924	75
Charles	M	29582	1925	75
Charles	M	29521	1926	75
Charles	M	31936	1927	75
Charles	M	31247	1928	75
Charles	M	29931	1929	75
Charles	M	31871	1930	75
Charles	M	29924	1931	75
Charles	M	31095	1932	75
Charles	M	28988	1933	75
Charles	M	29792	1934	75
Charles	M	29983	1935	75
Charles	M	29084	1936	75
Charles	M	30524	1937	75
Charles	M	31138	1938	75
Charles	M	30787	1939	75
Charles	M	31684	1940	75
Charles	M	32732	1941	75
Charles	M	35843	1942	75
Charles	M	36627	1943	75
Charles	M	34654	1944	75
Charles	M	32462	1945	75
Charles	M	38203	1946	75
Charles	M	40770	1947	75
Charles	M	38676	1948	75
Charles	M	40042	1949	75
Charles	M	39102	1950	75
Charles	M	39397	1951	75
Charles	M	38869	1952	75
Charles	M	38434	1953	75
Charles	M	37451	1954	75
Michael	M	24743	1943	74
Michael	M	26720	1944	74
Michael	M	29899	1945	74
Michael	M	41181	1946	74
Michael	M	50501	1947	74
Michael	M	52564	1948	74
Michael	M	60046	1949	74
Michael	M	65144	1950	74
Michael	M	72797	1951	74
Michael	M	79049	1952	74
Michael	M	84226	1953	74
Michael	M	88528	1954	74
Michael	M	88327	1955	74
Michael	M	90656	1956	74
Michael	M	92704	1957	74
Michael	M	90517	1958	74
Michael	M	85251	1959	74
Michael	M	84180	1960	74
Michael	M	86917	1961	74
Michael	M	85034	1962	74
Michael	M	83782	1963	74
Michael	M	82646	1964	74
Michael	M	81021	1965	74
Michael	M	79990	1966	74
Michael	M	82436	1967	74
Michael	M	82008	1968	74
Michael	M	85203	1969	74
Michael	M	85302	1970	74
Michael	M	77594	1971	74
Michael	M	71405	1972	74
Michael	M	67847	1973	74
Michael	M	67578	1974	74
Michael	M	68454	1975	74
Michael	M	66954	1976	74
Michael	M	67616	1977	74
Michael	M	67158	1978	74
Michael	M	67739	1979	74
Michael	M	68696	1980	74
Michael	M	68763	1981	74
Michael	M	68235	1982	74
Michael	M	68000	1983	74
Michael	M	67741	1984	74
Michael	M	64912	1985	74
Michael	M	64208	1986	74
Michael	M	63655	1987	74
Michael	M	64143	1988	74
Michael	M	65389	1989	74
Michael	M	65290	1990	74
Michael	M	60785	1991	74
Michael	M	54392	1992	74
Michael	M	49549	1993	74
Michael	M	44469	1994	74
Michael	M	41402	1995	74
Michael	M	38364	1996	74
Michael	M	37549	1997	74
Michael	M	36615	1998	74
Michael	M	33912	1999	74
Michael	M	32037	2000	74
Michael	M	29683	2001	74
Michael	M	28245	2002	74
Michael	M	27121	2003	74
Michael	M	25458	2004	74
Michael	M	23815	2005	74
Michael	M	22637	2006	74
Michael	M	21992	2007	74
Michael	M	20626	2008	74
Michael	M	18940	2009	74
Michael	M	17350	2010	74
Michael	M	16795	2011	74
Michael	M	16169	2012	74
Michael	M	15497	2013	74
Michael	M	15454	2014	74
Michael	M	14431	2015	74
